FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.216,216,POINT (16.28509548714916 48.17388626358889),Speising,Speising,60,
OEFFHALTESTOGD.217,217,POINT (16.29599836109169 48.16182441089928),Emil-Behring-Weg,Emil-Behring-Weg,63A,
OEFFHALTESTOGD.218,218,POINT (16.29148858985168 48.16183904813086),Am Rosenhügel,Am Rosenhügel,156B,
OEFFHALTESTOGD.219,219,POINT (16.293221827423906 48.25202346203342),Salmannsdorf,Salmannsdorf,35A,
OEFFHALTESTOGD.220,220,POINT (16.30338189812583 48.16190544313502),Südwestfriedhof 1.Tor,SüdwestFriedh. 1.Tor,63A,
OEFFHALTESTOGD.221,221,POINT (16.283439593563724 48.17366012251926),Speising,Speising,"S1, S15, S2, S3, S60",
OEFFHALTESTOGD.222,222,POINT (16.29061441664581 48.162013512416664),Am Rosenhügel,Am Rosenhügel,63A,
OEFFHALTESTOGD.223,223,POINT (16.301162217464316 48.17270741021814),Klimtgasse,Klimtg.,8A,
OEFFHALTESTOGD.224,224,POINT (16.292144924293506 48.162217581560306),Atzgersdorfer Str./Wundtgasse,Atzgersdorfer Str./Wundtg.,63A,
OEFFHALTESTOGD.225,225,POINT (16.301450082699315 48.24731213845197),Neustifter Friedhof 2.Tor,Neustifter Friedh. 2.Tor,41A,
OEFFHALTESTOGD.226,226,POINT (16.2927006978151 48.17265000288032),Sankt-Hemma-Kirche,St.-Hemma-Kirche,"156B, 56B",
OEFFHALTESTOGD.227,227,POINT (16.297967371640585 48.17249589545661),Stranzenberggasse,Stranzenbergg.,156B,
OEFFHALTESTOGD.228,228,POINT (16.301789761119153 48.20241456142357),Montleartstraße,Montleartstr.,51A,
OEFFHALTESTOGD.229,229,POINT (16.279929832931618 48.16361464942954),Riedelgasse,Riedelg.,60,
OEFFHALTESTOGD.230,230,POINT (16.298266737444663 48.20255847088647),Burgersteingasse,Burgersteing.,51A,
OEFFHALTESTOGD.231,231,POINT (16.30186011625467 48.25100423249458),Neustift am Walde,Neustift am Walde,"35A, 43B",
OEFFHALTESTOGD.232,232,POINT (16.296201392194135 48.164528089746334),Dorfmeistergasse,Dorfmeisterg.,"156B, 56B",
OEFFHALTESTOGD.233,233,POINT (16.294614620387463 48.20277754413416),Braillegasse,Brailleg.,51A,
OEFFHALTESTOGD.234,234,POINT (16.29793056502204 48.17247508627859),Stranzenberggasse,Stranzenbergg.,56B,
OEFFHALTESTOGD.235,235,POINT (16.293296076214606 48.16491291249073),Siedlung Rosenhügel,Sdlg. Rosenhügel,58B,
OEFFHALTESTOGD.236,236,POINT (16.290858123359445 48.20843736104088),Matschgasse,Matschg.,51A,
OEFFHALTESTOGD.237,237,POINT (16.29999117731753 48.208210424994846),Flötzersteig/Wilhelminenspital,Flötzersteig/Wilhelminenspital,48A,
OEFFHALTESTOGD.238,238,POINT (16.288508200289996 48.250901115503275),Keylwerthgasse,Keylwerthg.,"43A, 43B",
OEFFHALTESTOGD.239,239,POINT (16.297132148938935 48.17202262451386),Stranzenberggasse,Stranzenbergg.,58B,
OEFFHALTESTOGD.240,240,POINT (16.281059433721225 48.250634739666296),Promenadeweg,Promenadeweg,43A,
OEFFHALTESTOGD.241,241,POINT (16.303504618091203 48.16552415315736),Marschallplatz,Marschallpl.,16A,
OEFFHALTESTOGD.242,242,POINT (16.27887043126592 48.20397699719848),Flötzersteig,Flötzersteig,47A,
OEFFHALTESTOGD.243,243,POINT (16.29143512733761 48.17092224635387),Wattmanngasse,Wattmanng.,62,
OEFFHALTESTOGD.244,244,POINT (16.30314096177739 48.170807884699876),Am Fasangarten,Am Fasangarten,8A,
OEFFHALTESTOGD.245,245,POINT (16.30362136907211 48.16573440432528),Marschallplatz,Marschallpl.,63A,
OEFFHALTESTOGD.246,246,POINT (16.289976756394886 48.20426162604615),Lebingergasse,Lebingerg.,51A,
OEFFHALTESTOGD.247,247,POINT (16.294259706429695 48.129973391944624),Josef-Meder-Gasse,Josef-Meder-G.,207,
OEFFHALTESTOGD.248,248,POINT (16.299958391918928 48.166707957325336),Haus Hetzendorf,Haus Hetzendorf,"156B, 56B",
OEFFHALTESTOGD.249,249,POINT (16.29427160628007 48.20735581500619),Waidäckergasse,Waidäckerg.,48A,
OEFFHALTESTOGD.250,250,POINT (16.29639155854742 48.17051206217122),Atzgersdorfer Straße,Atzgersdorfer Str.,"156B, 56B, 62",
OEFFHALTESTOGD.251,251,POINT (16.281353101755617 48.2044857621738),Raimannstraße,Raimannstr.,47A,
OEFFHALTESTOGD.252,252,POINT (16.27740247789864 48.16730232015942),Strampfergasse,Strampferg.,"156B, 56B, 60B",
OEFFHALTESTOGD.253,253,POINT (16.284482639620144 48.20690245357618),Reichmanngasse,Reichmanng.,48A,
OEFFHALTESTOGD.254,254,POINT (16.2802747397471 48.206898237882044),Psychiatrisches Krankenhaus,Psychiatrisches KH,"47A, 48A",
OEFFHALTESTOGD.255,255,POINT (16.28725079072422 48.17016342141125),Hofwiesengasse,Hofwieseng.,"60, 62",
OEFFHALTESTOGD.256,256,POINT (16.296184871481607 48.1700510849315),Atzgersdorfer Straße,Atzgersdorfer Str.,260,
OEFFHALTESTOGD.257,257,POINT (16.29601967821876 48.16968033606929),Atzgersdorfer Straße,Atzgersdorfer Str.,58B,
OEFFHALTESTOGD.258,258,POINT (16.290625550235454 48.20668780705734),Flötzersteigbrücke,Flötzersteigbr.,51A,
OEFFHALTESTOGD.259,259,POINT (16.28565090956851 48.16960289820824),Hofwiesengasse,Hofwieseng.,"156B, 56B",
OEFFHALTESTOGD.260,260,POINT (16.28915410600084 48.20638341245341),Schrekergasse,Schrekerg.,48A,
OEFFHALTESTOGD.261,261,POINT (16.27907651231469 48.169104349791525),Krankenhaus Hietzing,KH Hietzing,62,
OEFFHALTESTOGD.262,262,POINT (16.282152988189146 48.167924061623175),Hermesstraße,Hermesstr.,56B,
OEFFHALTESTOGD.263,263,POINT (16.282972937119474 48.168035735632685),Hermesstraße,Hermesstr.,156B,
OEFFHALTESTOGD.264,264,POINT (16.302430740367825 48.16885192073473),Rosenhügelstraße,Rosenhügelstr.,"156B, 56B, 62",
OEFFHALTESTOGD.265,265,POINT (16.28295127236618 48.168075914797456),Hermesstraße,Hermesstr.,60B,
OEFFHALTESTOGD.266,266,POINT (16.284069209046923 48.168249265796135),Hermesstraße,Hermesstr.,60,
OEFFHALTESTOGD.267,267,POINT (16.316634247084433 48.13539391818339),Stipcakgasse,Stipcakg.,255,
OEFFHALTESTOGD.268,268,POINT (16.30966958586573 48.12967248126139),Siebenhirten,Siebenhirten,"207, 269, 270",
OEFFHALTESTOGD.269,269,POINT (16.31708527329255 48.20609606190651),Possingergasse/Gablenzgasse,Possingerg./Gablenzg.,12A,
OEFFHALTESTOGD.270,270,POINT (16.304713270891266 48.167682316347225),Hetzendorfer Straße,Hetzendorfer Str.,63A,
OEFFHALTESTOGD.271,271,POINT (16.317207970887573 48.20656119997288),Possingergasse/Gablenzgasse,Possingerg./Gablenzg.,10A,
OEFFHALTESTOGD.272,272,POINT (16.316165224536675 48.206717842926956),Possingergasse,Possingerg.,48A,
OEFFHALTESTOGD.273,273,POINT (16.3046333315627 48.167538964005125),Hetzendorfer Straße,Hetzendorfer Str.,16A,
OEFFHALTESTOGD.274,274,POINT (16.31515005250992 48.20687167107314),Possingergasse,Possingerg.,12A,
OEFFHALTESTOGD.275,275,POINT (16.30914731261957 48.20454033115939),Kendlerstraße,Kendlerstr.,U3,
OEFFHALTESTOGD.276,276,POINT (16.30901852398517 48.16727759056547),Schloß Hetzendorf,Schloß Hetzendorf,"16A, 62, 63A",
OEFFHALTESTOGD.277,277,POINT (16.310884060327204 48.17028233377975),Edelsinnstraße,Edelsinnstr.,63A,
OEFFHALTESTOGD.278,278,POINT (16.31553366381131 48.166848389250596),Hetzendorf,Hetzendorf,"500, S1, S2, S3",
OEFFHALTESTOGD.279,279,POINT (16.313792626805746 48.165795849605296),Hetzendorf,Hetzendorf,62,
OEFFHALTESTOGD.280,280,POINT (16.313528578749285 48.20768637442782),Pfenninggeldgasse,Pfenninggeldg.,48A,
OEFFHALTESTOGD.281,281,POINT (16.30856567087569 48.17091948131857),Graf-Seilern-Gasse,Graf-Seilern-G.,"63A, 8A",
OEFFHALTESTOGD.282,282,POINT (16.309196389304063 48.207704551683854),Gutraterplatz,Gutraterpl.,10,
OEFFHALTESTOGD.283,283,POINT (16.309365961951364 48.2077304467971),Gutraterplatz,Gutraterpl.,48A,
OEFFHALTESTOGD.284,284,POINT (16.308074778529168 48.20398614742951),Kendlerstraße,Kendlerstr.,10,
OEFFHALTESTOGD.285,285,POINT (16.305407379871212 48.1710586384106),Am Fasangarten,Am Fasangarten,8A,
OEFFHALTESTOGD.286,286,POINT (16.315622789803342 48.130097509227426),Atzlergasse,Atzlerg.,255,
OEFFHALTESTOGD.287,287,POINT (16.31667670330139 48.203661920400876),Auf der Schmelz,Auf d. Schmelz,10A,
OEFFHALTESTOGD.288,288,POINT (16.316582478931803 48.20357843647595),Auf der Schmelz,Auf d. Schmelz,12A,
OEFFHALTESTOGD.289,289,POINT (16.31588495188809 48.16506300371049),Breitenfurter Straße/Hetzendorfer Straße,Breitenfurter Str./Hetzendorfer Str.,16A,
OEFFHALTESTOGD.290,290,POINT (16.316782920695132 48.16504151783482),Breitenfurter Straße/Altmannsdorfer Straße,Breitenfurter Str./Altmannsdorfer Str.,64A,
OEFFHALTESTOGD.291,291,POINT (16.315623037916414 48.1648667911797),Breitenfurter Straße/Hetzendorfer Straße,Breitenfurter Str./Hetzendorfer Str.,62A,
OEFFHALTESTOGD.292,292,POINT (16.313197091559932 48.20317845500036),Minciostraße,Minciostr.,12A,
OEFFHALTESTOGD.293,293,POINT (16.304960610213374 48.2088492741832),Joachimsthalerplatz,Joachimsthalerpl.,"10, 48A",
OEFFHALTESTOGD.294,294,POINT (16.305040433979432 48.20895327989402),Joachimsthalerplatz,Joachimsthalerpl.,46,
OEFFHALTESTOGD.295,295,POINT (16.311474535938324 48.24805132024106),Kleingartenverein Hackenberg,Kleingartenverein Hackenberg,35A,
OEFFHALTESTOGD.296,296,POINT (16.318102949809127 48.20913452906211),Possingergasse/Koppstraße,Possingerg./Koppstr.,10A,
OEFFHALTESTOGD.297,297,POINT (16.314003970397888 48.16256252239643),Edmund-Reim-Gasse,Edmund-Reim-G.,16A,
OEFFHALTESTOGD.298,298,POINT (16.30983251391112 48.13054543500504),Siebenhirten,Siebenhirten,U6,
OEFFHALTESTOGD.299,299,POINT (16.311937662547674 48.162047802117684),Stachegasse,Stacheg.,62A,
OEFFHALTESTOGD.300,300,POINT (16.310232775733102 48.21020771508193),Ottakring,Ottakring,48A,
OEFFHALTESTOGD.301,301,POINT (16.31033725651482 48.21047500618235),Ottakring,Ottakring,"146B, 46B",
OEFFHALTESTOGD.302,302,POINT (16.30828107349167 48.20189864443267),Laurentiusplatz,Laurentiuspl.,10,
OEFFHALTESTOGD.303,303,POINT (16.30484953287037 48.24718945752855),Neustifter Friedhof 1.Tor,Neustifter Friedh. 1.Tor,41A,
OEFFHALTESTOGD.304,304,POINT (16.316743695189043 48.17405334069596),Hohenfelsplatz,Hohenfelspl.,"63A, 8A",
OEFFHALTESTOGD.305,305,POINT (16.31045637220187 48.21084178699828),Ottakring,Ottakring,45B,
OEFFHALTESTOGD.306,306,POINT (16.310238819761086 48.12913244820774),Siebenhirten,Siebenhirten,266,
OEFFHALTESTOGD.307,307,POINT (16.305698870189932 48.21088559219987),Rankgasse,Rankg.,"10, 46, 48A",
OEFFHALTESTOGD.308,308,POINT (16.311906502052842 48.253567306834334),Ährengrubenweg,Ährengrubenweg,39A,
OEFFHALTESTOGD.309,309,POINT (16.31714682137374 48.25420174620457),Sievering,Sievering,39A,
OEFFHALTESTOGD.310,310,POINT (16.314612560946067 48.2010922993786),Schanzstraße/Akkonplatz,Schanzstr./Akkonpl.,12A,
OEFFHALTESTOGD.311,311,POINT (16.312948441709406 48.17446576638674),Gaßmannstraße,Gaßmannstr.,8A,
OEFFHALTESTOGD.312,312,POINT (16.317758328744063 48.16153260830093),Sagedergasse,Sagederg.,64A,
OEFFHALTESTOGD.313,313,POINT (16.31139382913164 48.19979662637641),Hütteldorfer Straße,Hütteldorfer Str.,U3,
OEFFHALTESTOGD.314,314,POINT (16.312047085507164 48.19967957246448),Hütteldorfer Straße,Hütteldorfer Str.,10,
OEFFHALTESTOGD.315,315,POINT (16.31303493557032 48.17453548166543),Gaßmannstraße,Gaßmannstr.,63A,
OEFFHALTESTOGD.316,316,POINT (16.31476678439316 48.1747463158525),Weißenthurngasse,Weißenthurng.,"63A, 8A",
OEFFHALTESTOGD.317,317,POINT (16.316448475521184 48.25468978763813),Sievering,Sievering,243,
OEFFHALTESTOGD.318,318,POINT (16.313506096064597 48.2563428610871),Fernmeldemonteurschule,Fernmeldemonteurschule,243,
OEFFHALTESTOGD.319,319,POINT (16.311755304974433 48.19902075657149),Hütteldorfer Straße,Hütteldorfer Str.,49,
OEFFHALTESTOGD.320,320,POINT (16.311467553504112 48.211359680342106),Ottakring,Ottakring,U3,
OEFFHALTESTOGD.321,321,POINT (16.307019510396465 48.19898059005374),Breitensee,Breitensee,49,
OEFFHALTESTOGD.322,322,POINT (16.30855620423465 48.15948704259752),Kirchfeldgasse,Kirchfeldg.,62A,
OEFFHALTESTOGD.323,323,POINT (16.310766933992845 48.211779118039146),Ottakring,Ottakring,"146B, 45B, 46B",
OEFFHALTESTOGD.324,324,POINT (16.311209284903505 48.211853689386345),Ottakring,Ottakring,S45,
OEFFHALTESTOGD.325,325,POINT (16.306363706397374 48.198205879722),Breitensee,Breitensee,S45,
OEFFHALTESTOGD.326,326,POINT (16.30994404090446 48.21260012639556),Stillfriedplatz,Stillfriedpl.,"146B, 45B, 46B",
OEFFHALTESTOGD.327,327,POINT (16.31789974762802 48.128875640974115),Sevcikgasse,Sevcikg.,255,
OEFFHALTESTOGD.328,328,POINT (16.30523552478698 48.15709735299099),Gregorygasse,Gregoryg.,62A,
OEFFHALTESTOGD.329,329,POINT (16.314677673913422 48.21332758965537),Redtenbachergasse,Redtenbacherg.,2,
OEFFHALTESTOGD.330,330,POINT (16.30655407654512 48.21345731251711),Thaliastraße/Maroltingergasse,Thaliastr./Maroltingerg.,"10, 146B, 2, 45B, 46, 46B",
OEFFHALTESTOGD.331,331,POINT (16.311321032241118 48.21368861049289),Weinheimergasse,Weinheimerg.,2,
OEFFHALTESTOGD.332,332,POINT (16.30876980040807 48.21378639489307),Johann-Krawarik-Gasse,Johann-Krawarik-G.,2,
OEFFHALTESTOGD.333,333,POINT (16.314645801668885 48.24650850561077),Strehlgasse,Strehlg.,35A,
OEFFHALTESTOGD.334,334,POINT (16.305905077209825 48.21436939259231),Ottakringer Str/Erdbrustgasse,Ottakringer Str./Erdbrustg.,2,
OEFFHALTESTOGD.335,335,POINT (16.307494473457986 48.24574786856692),Pötzleinsdorfer Friedhof,Pötzleinsd. Friedhof,41A,
OEFFHALTESTOGD.336,336,POINT (16.318038025441428 48.244908306681786),Kammerergasse,Kammererg.,35A,
OEFFHALTESTOGD.337,337,POINT (16.31753850203803 48.151245922284915),Alterlaa,Alterlaa,64A,
OEFFHALTESTOGD.338,338,POINT (16.317319996286102 48.151187992296045),Alterlaa,Alterlaa,"60A, 66A",
OEFFHALTESTOGD.339,339,POINT (16.316875808127033 48.15072757367396),Alterlaa,Alterlaa,U6,
OEFFHALTESTOGD.340,340,POINT (16.313617949743353 48.21689319451012),Römergasse,Römerg.,44,
OEFFHALTESTOGD.341,341,POINT (16.307588827926214 48.21781871812037),Wilhelminenstraße/Sandleitengasse,Wilhelminenstr./Sandleiteng.,"10, 146B, 44, 46B",
OEFFHALTESTOGD.342,342,POINT (16.30993601321203 48.14915237187052),Mühlbreiten,Mühlbreiten,"60A, 66A",
OEFFHALTESTOGD.343,343,POINT (16.306611975395494 48.14804538856325),Schloß Alterlaa,Schloß Alterlaa,"60A, 66A",
OEFFHALTESTOGD.344,344,POINT (16.307252947642052 48.1277796429132),Ketzergasse/Lemböckgasse,Ketzerg./Lemböckg.,"207, 266, 269, 270",
OEFFHALTESTOGD.345,345,POINT (16.316006670346788 48.13188331745285),Karl-Tornay-Gasse/Akaziengasse,Karl-Tornay-G./Akazieng.,255,
OEFFHALTESTOGD.346,346,POINT (16.30696838084994 48.243545254078484),Khevenhüllerstraße,Khevenhüllerstr.,41A,
OEFFHALTESTOGD.347,347,POINT (16.312004583456172 48.1966395683191),Märzstraße,Märzstr.,10,
OEFFHALTESTOGD.348,348,POINT (16.316669887752376 48.132115010189786),Karl-Tornay-Gasse/Akaziengasse,Karl-Tornay-G./Akazieng.,255,
OEFFHALTESTOGD.349,349,POINT (16.306806416599855 48.22257086607919),Liebknechtgasse,Liebknechtg.,"10, 44",
OEFFHALTESTOGD.350,350,POINT (16.314008214560072 48.187048394096024),Schloß Schönbrunn,Schloß Schönbrunn,10A,
OEFFHALTESTOGD.351,351,POINT (16.31495710757714 48.22300966963639),Hernals,Hernals,42A,
OEFFHALTESTOGD.352,352,POINT (16.314815963788305 48.22324234252118),Hernals,Hernals,S45,
OEFFHALTESTOGD.353,353,POINT (16.31499798450431 48.223483786785145),Hernals,Hernals,44B,
OEFFHALTESTOGD.354,354,POINT (16.31498370213676 48.223592264586365),Hernals,Hernals,43,
OEFFHALTESTOGD.355,355,POINT (16.31039740479633 48.241401764486746),Pötzleinsdorf,Pötzleinsdorf,41A,
OEFFHALTESTOGD.356,356,POINT (16.3109109411512 48.241087398862206),Pötzleinsdorf,Pötzleinsdorf,41,
OEFFHALTESTOGD.357,357,POINT (16.31653464408611 48.142057396134845),Erlaaer Straße,Erlaaer Str.,U6,
OEFFHALTESTOGD.358,358,POINT (16.30785836673809 48.22620859626827),Güpferlingstraße,Güpferlingstr.,44,
OEFFHALTESTOGD.359,359,POINT (16.307824100110867 48.22622010991464),Güpferlingstraße,Güpferlingstr.,10,
OEFFHALTESTOGD.360,360,POINT (16.306000613198925 48.19377436641096),Penzing,Penzing,52,
OEFFHALTESTOGD.361,361,POINT (16.312447373491363 48.140941173590186),Carlbergergasse/Herziggasse,Carlbergerg./Herzigg.,255,
OEFFHALTESTOGD.362,362,POINT (16.311454026215348 48.19345584420195),Linzer Straße/Reinlgasse,Linzer Str./Reinlg.,10,
OEFFHALTESTOGD.363,363,POINT (16.311420524727016 48.193279906680196),Linzer Straße/Reinlgasse,Linzer Str./Reinlg.,52,
OEFFHALTESTOGD.364,364,POINT (16.305826014331146 48.14093259179737),Kugelmanngasse,Kugelmanng.,255,
OEFFHALTESTOGD.365,365,POINT (16.31239242408268 48.13888843526736),Herziggasse,Herzigg.,255,
OEFFHALTESTOGD.366,366,POINT (16.30517566114768 48.19277224412549),Penzing,Penzing,S45,
OEFFHALTESTOGD.367,367,POINT (16.3147171668809 48.19277413599582),Johnstraße/Linzer Straße,Johnstr./Linzer Str.,52,
OEFFHALTESTOGD.368,368,POINT (16.314745462301737 48.19275840308558),Johnstraße/Linzer Straße,Johnstr./Linzer Str.,10,
OEFFHALTESTOGD.369,369,POINT (16.316973725134613 48.229979465159275),Gersthofer Friedhof,Gersthofer Friedh.,42A,
OEFFHALTESTOGD.370,370,POINT (16.316363380868786 48.19243549796093),Johnstraße/Linzer Straße,Johnstr./Linzer Str.,10A,
OEFFHALTESTOGD.371,371,POINT (16.31138773276126 48.23092717981578),Schöberweg,Schöberweg,42A,
OEFFHALTESTOGD.372,372,POINT (16.30503096566919 48.18754684615634),Hietzing,Hietzing,U4,
OEFFHALTESTOGD.373,373,POINT (16.318232005220644 48.13753150036121),Hetmanekgasse,Hetmanekg.,255,
OEFFHALTESTOGD.374,374,POINT (16.316994806608683 48.137326983297214),Hetmanekgasse,Hetmanekg.,64A,
OEFFHALTESTOGD.375,375,POINT (16.308620483221816 48.23154539449724),Kleingartenverein Schafbergsiedlung,Kleingartenv. Schafbergsdlg.,42A,
OEFFHALTESTOGD.376,376,POINT (16.314891216912205 48.18768595743862),Schloß Schönbrunn,Schloß Schönbrunn,10A,
OEFFHALTESTOGD.377,377,POINT (16.316542561000997 48.137255522527084),Hetmanekgasse,Hetmanekg.,255,
OEFFHALTESTOGD.378,378,POINT (16.309982457757886 48.12757401153844),Ketzergasse/Porschegasse,Ketzerg./Porscheg.,266,
OEFFHALTESTOGD.379,379,POINT (16.31344726691229 48.13688622660836),Perfektastraße,Perfektastr.,U6,
OEFFHALTESTOGD.380,380,POINT (16.316891419873745 48.232480118626334),Herbeckstraße,Herbeckstr.,40,
OEFFHALTESTOGD.381,381,POINT (16.305359161094373 48.233057670877905),Twarochgasse,Twarochg.,42A,
OEFFHALTESTOGD.382,382,POINT (16.316458108150762 48.233352383891706),Eckpergasse,Eckperg.,40,
OEFFHALTESTOGD.383,383,POINT (16.315848798823065 48.19023768368066),Penzinger Straße,Penzinger Str.,"52, 58",
OEFFHALTESTOGD.384,384,POINT (16.31332565315582 48.13676113946095),Perfektastraße,Perfektastr.,64A,
OEFFHALTESTOGD.385,385,POINT (16.3141402249071 48.12660472507089),Nowakgasse,Nowakg.,"207, 266, 270",
OEFFHALTESTOGD.386,386,POINT (16.317990960009293 48.23894245701999),Gersthofer Straße/Scheibenbergstraße,Gersthofer Str./Scheibenbergstr.,41,
OEFFHALTESTOGD.387,387,POINT (16.31804802163327 48.12613775236734),Vösendorf-Siebenhirten,Vösendorf-Siebenh.,255,
OEFFHALTESTOGD.388,388,POINT (16.30630903148913 48.13657376384638),Liesinger-Flur-Gasse,Liesinger-Flur-G.,64A,
OEFFHALTESTOGD.389,389,POINT (16.318274238020365 48.13559203809051),Stipcakgasse,Stipcakg.,255,
OEFFHALTESTOGD.390,390,POINT (16.335394817438857 48.189038871977495),Fünfhausgasse,Fünfhausg.,57A,
OEFFHALTESTOGD.391,391,POINT (16.33445648029177 48.22499713553761),Vinzenzgasse,Vinzenzg.,"42, 9",
OEFFHALTESTOGD.392,392,POINT (16.33476925505503 48.28116947558634),Elisabethwiese,Elisabethwiese,38A,
OEFFHALTESTOGD.393,393,POINT (16.33554918539343 48.214697682018084),Bergsteiggasse,Bergsteigg.,44,
OEFFHALTESTOGD.394,394,POINT (16.335419142978804 48.20904263576715),Brunnengasse,Brunneng.,46,
OEFFHALTESTOGD.395,395,POINT (16.3290948343411 48.2308742629577),Gersthof,Gersthof,S45,
OEFFHALTESTOGD.396,396,POINT (16.33002990298102 48.22584262749048),Antonigasse,Antonig.,42,
OEFFHALTESTOGD.397,397,POINT (16.330033454423045 48.26392501651584),Cobenzlgasse,Cobenzlg.,38A,
OEFFHALTESTOGD.398,398,POINT (16.33002318984573 48.20986647930703),Thaliastraße/Haberlgasse,Thaliastr./Haberlg.,46,
OEFFHALTESTOGD.399,399,POINT (16.32947728348058 48.160621346458),"Am Schöpfwerk, Eibesbrunnergasse","Am Schöpfwerk, Eibesbrunnerg.",16A,
OEFFHALTESTOGD.400,400,POINT (16.329084888111105 48.231524019885086),Gersthof,Gersthof,9,
OEFFHALTESTOGD.401,401,POINT (16.32908714732195 48.17586212712606),Spittelbreitengasse,Spittelbreiteng.,9A,
OEFFHALTESTOGD.402,402,POINT (16.329898912913716 48.15898009357332),Lichtensterngasse,Lichtensterng.,16A,
OEFFHALTESTOGD.403,403,POINT (16.32937190785478 48.158216476126576),Max-Hegele-Weg,Max-Hegele-Weg,16A,
OEFFHALTESTOGD.404,404,POINT (16.329610666374457 48.183345397117115),Meidling Hauptstraße,Meidling Hauptstr.,"10A, 63A",
OEFFHALTESTOGD.405,405,POINT (16.32921441280771 48.14394127377209),Breiteneckergasse,Breiteneckerg.,65A,
OEFFHALTESTOGD.406,406,POINT (16.334381449392826 48.24666001062616),Daringergasse,Daringerg.,39A,
OEFFHALTESTOGD.407,407,POINT (16.329690064497527 48.19328041532723),Grenzgasse,Grenzg.,12A,
OEFFHALTESTOGD.408,408,POINT (16.330142134053002 48.144052618229495),Sobotagasse,Sobotag.,65A,
OEFFHALTESTOGD.409,409,POINT (16.334969290037627 48.19402674761658),Staglgasse,Staglg.,"52, 58",
OEFFHALTESTOGD.410,410,POINT (16.330068710730153 48.241411228991595),Kratzlgasse,Kratzlg.,35A,
OEFFHALTESTOGD.411,411,POINT (16.33415924199412 48.240764987888014),Rodlergasse,Rodlerg.,35A,
OEFFHALTESTOGD.412,412,POINT (16.329700135895163 48.19591627828227),Schmelzbrücke,Schmelzbr.,12A,
OEFFHALTESTOGD.413,413,POINT (16.32981664349701 48.17323697651565),Schedifkaplatz,Schedifkapl.,"15A, 62A, 7A",
OEFFHALTESTOGD.414,414,POINT (16.329023359808208 48.21374474552954),Frauengasse,Fraueng.,44,
